audio_path,transcripts,tag
segments_16k/xkszJ5Q_F6A_00238604_00238898.wav,nếu cứ lười biếng như vậy thì không làm nên trò trống gì đâu,Yes
segments_16k/xkszJ5Q_F6A_00243714_00243988.wav,đây là món đặc biệt của đầu bếp nhà hàng chúng tôi,Yes
segments_16k/xkszJ5Q_F6A_00253288_00253521.wav,thì không bao giờ tìm được công việc phù hợp đâu,Yes
segments_16k/xkszJ5Q_F6A_00276354_00276650.wav,ai quan tâm chứ chỉ là giấc mơ thôi,Yes
segments_16k/xkszJ5Q_F6A_00278226_00278420.wav,chủ nhận thật là tốt bụng quá,Yes
segments_16k/xkszJ5Q_F6A_00278544_00278770.wav,ai cho phép có dám mơ như vậy chứ,Yes
segments_16k/xkszJ5Q_F6A_00279638_00279936.wav,khi ngồi lên cái ghế này cho dù là giấc mơ của ai đi nữa,Yes
segments_16k/xkszJ5Q_F6A_00279936_00280094.wav,cậu cũng có thể bước vào để can thiệp,Yes
segments_16k/xkszJ5Q_F6A_00285982_00286142.wav,cậu đang ở trong giấc mơ chứ đâu,Yes
segments_16k/xkszJ5Q_F6A_00286316_00286562.wav,mình đành phải đánh thức cậu ở trong giấc mơ,Yes
segments_16k/xkszJ5Q_F6A_00290900_00291120.wav,mình chính là đạo diễn của giấc bên này,Yes
segments_16k/xkszJ5Q_F6A_00296000_00296166.wav,cậu không được nghĩ như vậy đâu Nobita,Yes
segments_16k/xkszJ5Q_F6A_00327808_00328188.wav,khi mặc cái này vào thì không có động vật nào đánh bại được cậu hết,Yes
segments_16k/xkszJ5Q_F6A_00328188_00328418.wav,mau lên đây hãy tiến lên hạ gục,Yes
segments_16k/xkszJ5Q_F6A_00334128_00334296.wav,chỉ là mình đang thử cái này,Yes
segments_16k/xkszJ5Q_F6A_00345174_00345458.wav,còn mình thì có thể được ông binh đáng và tránh,No
segments_16k/xkszJ5Q_F6A_00347688_00347840.wav,xin chúc một ngày tốt lành,Yes
segments_16k/xkszJ5Q_F6A_00352076_00352308.wav,chắc chắn chú sẽ có thêm được nhiều khách hàng lắm,Yes
segments_16k/xkszJ5Q_F6A_00356198_00356600.wav,chúng ta thử bắt đầu vào việc bán ý tưởng quảng cáo qua gương xem như thế nào đi ha,Yes
segments_16k/xkszJ5Q_F6A_00357822_00357994.wav,ngày hôm nay cậu thông minh quá trời,Yes
segments_16k/xkszJ5Q_F6A_00371850_00372202.wav,cái mâm này là những món mà chú muốn tụi con đưa lên quảng cáo đúng không,Yes
segments_16k/xkszJ5Q_F6A_00396614_00396840.wav,cái chuyện thiệt là tuyệt quá đúng không chú,Yes
segments_16k/xkszJ5Q_F6A_00398322_00398566.wav,thành lập công ty mèo,Yes
segments_16k/xkszJ5Q_F6A_00405376_00405506.wav,chỉ cần cậu đeo đồng hồ này,Yes
segments_16k/xkszJ5Q_F6A_00413974_00414089.wav,chúng ta phải làm sao,Yes
segments_16k/xkszJ5Q_F6A_00430358_00430489.wav,rồi tới giờ cậu làm bài tập,Yes
segments_16k/xkszJ5Q_F6A_00447130_00447414.wav,chúng ta có thể tìm người ký hợp đồng dài hạn với chúng,Yes
segments_16k/xkszJ5Q_F6A_00447414_00447734.wav,và ấn định thời gian kiểm tra định kỳ coi nhà có chuột hay là không,Yes
segments_16k/HXKVDyni8Ek_00018904_00019202.wav,biết ngày ba mẹ cầu hôn là ngày nào không biết ba mẹ còn nhớ,Yes
segments_16k/HXKVDyni8Ek_00022226_00022532.wav,chúng ta đến sớm hơn một tiếng đi để coi ba mẹ tâm sự như thế,Yes
segments_16k/HXKVDyni8Ek_00051841_00052105.wav,mình thấy hình ảnh và giọng của cậu bị mờ đi nô bi,Yes
segments_16k/HXKVDyni8Ek_00060529_00060776.wav,đột nhiên cơ thể của cậu trở nên trong suốt rồi kia kìa,Yes
segments_16k/HXKVDyni8Ek_00062758_00063002.wav,có thể là do chúng ta đến đây làm thay đổi lịch sử,Yes
segments_16k/HXKVDyni8Ek_00063002_00063204.wav,nên ba mẹ không thể đến với nhau được nữa,Yes
segments_16k/HXKVDyni8Ek_00063744_00063929.wav,cậu không thể nào ra đời,Yes
segments_16k/HXKVDyni8Ek_00084862_00085054.wav,hẹn em lúc năm giờ tại đài phun nước,Yes
segments_16k/HXKVDyni8Ek_00093872_00094142.wav,anh obi anh Nobi ơi anh khoad đi đã,Yes
segments_16k/HXKVDyni8Ek_00122114_00122466.wav,thì ra câu chuyện ai là người cầu hôn trước của ba là vậy đó,Yes
segments_16k/HXKVDyni8Ek_00133822_00134158.wav,thì ra Mimi cười là do mình như trái banh di động,Yes
segments_16k/HXKVDyni8Ek_00143968_00144128.wav,vậy mà mình không nghĩ ra,Yes
segments_16k/HXKVDyni8Ek_00144290_00144546.wav,vậy là mình có thể trở lại như cũ rồi,Yes
segments_16k/HXKVDyni8Ek_00161832_00162066.wav,mình tập quá trời mà giảm có một ký,Yes
segments_16k/HXKVDyni8Ek_00166202_00166388.wav,trong đó có cả tra tấn nữa,Yes
segments_16k/HXKVDyni8Ek_00167894_00168114.wav,thì nó sẽ không chịu dừng lại cho đến khi mình ốm,Yes
segments_16k/HXKVDyni8Ek_00190488_00190642.wav,mình cảm ơn cậu nhiều lắm,Yes
segments_16k/HXKVDyni8Ek_00192262_00192434.wav,à không cần giảm cân nữa,Yes
segments_16k/HXKVDyni8Ek_00194220_00194398.wav,khủng hoảng tài chính,Yes
segments_16k/HXKVDyni8Ek_00207538_00207764.wav,mau mau quay về tối hôm qua đi nhanh lên,Yes
segments_16k/HXKVDyni8Ek_00217562_00217792.wav,chỉ có thể tập thể dục mới làm ấm người được thôi,Yes
segments_16k/HXKVDyni8Ek_00222671_00222858.wav,ba với bác trưởng phòng đi rồi,Yes
segments_16k/HXKVDyni8Ek_00224986_00225406.wav,chắc chắn là bác trưởng phòng lại bắt ba mình đi đâu đó nhậu tiếp với ông ấy rồi,Yes
segments_16k/HXKVDyni8Ek_00230519_00230742.wav,tụi mình phải nghĩ ra cách nhắc nhở ba,Yes
segments_16k/HXKVDyni8Ek_00235948_00236148.wav,ủa ba vứt cặp ở đây nè,Yes
segments_16k/HXKVDyni8Ek_00236938_00237240.wav,hồi nãy ở quán nhậu rõ ràng ba cất tiền vô cặp mà,Yes
segments_16k/HXKVDyni8Ek_00238862_00239112.wav,tụi mình sẽ quay lại thời điểm đó để kiểm tra lần nữa,Yes
segments_16k/HXKVDyni8Ek_00241623_00241938.wav,thời điểm này là hai đứa mình đang bị chó ruợt á,Yes
segments_16k/vk7hun42Tis_00015038_00015326.wav,nếu ở trong cái bóng đó thì không thể thấy mặt trời,Yes
segments_16k/vk7hun42Tis_00015596_00015778.wav,giờ cậu hãy dời trái đất đi,Yes
segments_16k/vk7hun42Tis_00016800_00017092.wav,đó chính là hiện tượng nhật thực toàn phần,Yes
segments_16k/vk7hun42Tis_00017922_00018232.wav,vì khoảng cách đến trái đất của chúng ta hoàn toàn khác nhau,Yes
segments_16k/vk7hun42Tis_00018276_00018518.wav,những vật thể nào ở gần thì ta sẽ thấy lớn,Yes
segments_16k/vk7hun42Tis_00021924_00022238.wav,thì họ rất vài trăm năm sau sẽ lại được coi lần nữa,Yes
segments_16k/vk7hun42Tis_00024634_00024866.wav,thì nên chúng ta sẽ không nhìn thấy được nhật thực đó,Yes
segments_16k/vk7hun42Tis_00025688_00025806.wav,mẹ ơi cho con nữa,Yes
segments_16k/vk7hun42Tis_00029942_00030195.wav,hoặc siêu tốc này có sức cản không khí rất lớn,Yes
segments_16k/vk7hun42Tis_00032595_00032852.wav,mình cũng đã đem ra đồng hồ để canh giờ chính xác,Yes
segments_16k/vk7hun42Tis_00038700_00038866.wav,tụi mình nhất định phải xem nhật thực,Yes
segments_16k/vk7hun42Tis_00038962_00039146.wav,tơ nhện giữ thăng bằng,Yes
segments_16k/vk7hun42Tis_00039146_00039450.wav,chỉ cần gắn cái này vô phía sau lưng nè,Yes
segments_16k/vk7hun42Tis_00044540_00044750.wav,chúng ta vẫn còn tới mười phút nữa lận,Yes
segments_16k/vk7hun42Tis_00044750_00045006.wav,tụi mình sẽ đến kịp chỗ các đám mây,Yes
segments_16k/vk7hun42Tis_00053046_00053376.wav,chỉ cần xịt lên trên đây vậy là xong rồi,Yes
segments_16k/vk7hun42Tis_00055078_00055286.wav,còn tới mười phút hoài vậy,Yes
segments_16k/vk7hun42Tis_00058752_00059079.wav,làm sao dám nói với nobita là nhật thực đã kết thúc đây,Yes
segments_16k/vk7hun42Tis_00079186_00079394.wav,với lại mấy đứa mê ngủ như cậu,Yes
segments_16k/vk7hun42Tis_00087250_00087474.wav,đúng như vậy sẽ làm phiền hàng xóm đó,Yes
segments_16k/vk7hun42Tis_00089032_00089230.wav,được vậy thì mình về trước,Yes
segments_16k/vk7hun42Tis_00093628_00093938.wav,bánh rán mới ra là lúc nào cũng thơm ngon nhất hành tinh,Yes
segments_16k/vk7hun42Tis_00117026_00117309.wav,nếu nhảy không được thì chúng ta sẽ không thể nào làm bạn nữa đâu,Yes
segments_16k/vk7hun42Tis_00121180_00121294.wav,nhìn họ mắc cười,Yes
segments_16k/1gY8AAryLx8_00037844_00038076.wav,mình thấy ở bên kia được đó,Yes
segments_16k/1gY8AAryLx8_00038736_00038868.wav,nếu như mở cái này ra,Yes
segments_16k/1gY8AAryLx8_00040174_00040452.wav,rồi họ sẽ thay đổi cách nhìn về tụi mình cho mà coi,Yes
segments_16k/1gY8AAryLx8_00047006_00047288.wav,tụi mình dừng chân ở vùng núi xa vắng này chắc được rồi đó,Yes
segments_16k/1gY8AAryLx8_00052010_00052248.wav,cá tráp cá bơn cá thu và cá thu ngựa nữa,No
segments_16k/1gY8AAryLx8_00052248_00052486.wav,thì ra hải sản ở đây cũng khá là phong phú,Yes
segments_16k/1gY8AAryLx8_00054966_00055202.wav,bắt cá bằng giật kiểu này cũng thú vị quá chừng,No
segments_16k/1gY8AAryLx8_00058100_00058250.wav,nobita ơi đằng kia,Yes
segments_16k/1gY8AAryLx8_00064124_00064310.wav,Nobita bỏ nhà đi bụi,Yes
segments_16k/1gY8AAryLx8_00075004_00075186.wav,có ai đi bụi mà lại muốn quay về nhà,Yes
segments_16k/1gY8AAryLx8_00076850_00077058.wav,súng kéo dài thời gian,Yes
segments_16k/1gY8AAryLx8_00077140_00077452.wav,bảo bối này giúp chúng ta có thể thoải mái tận hưởng những điều thú vị,Yes
segments_16k/1gY8AAryLx8_00077750_00077986.wav,thì sẽ có cảm giác mười phút dài như một tiếng vậy,Yes
segments_16k/1gY8AAryLx8_00079594_00079910.wav,bỏ nhà đi bụi thì làm gì có đúng cách với sai cách chứ,Yes
segments_16k/1gY8AAryLx8_00093362_00093636.wav,cậu mới bỏ nhà đi bộ được có ba mươi phút thôi,Yes
segments_16k/Y9aVQrQVHG8_00012496_00012682.wav,lđây là trò chơi thịnh hành ở tương lai đó,Yes
segments_16k/Y9aVQrQVHG8_00012812_00013166.wav,đầu tiên cậu cậu đưa cái máy này nhắm vào cho Jaian rồi sau đã nhấn nút mục tiêu,Yes
segments_16k/Y9aVQrQVHG8_00015162_00015480.wav,cái máy này hay ở chỗ là biến người thật trở thành nhân vật chính trong game,Yes
segments_16k/Y9aVQrQVHG8_00015480_00015819.wav,và người đó bắt buộc phải đánh bại những con quái vật xuất hiện từ khắp nơi,Yes
segments_16k/Y9aVQrQVHG8_00016610_00016958.wav,chỉ cần đạp lên đầu quái vật là có thể tiêu diệt được nó và được tính điểm,Yes
segments_16k/Y9aVQrQVHG8_00017078_00017290.wav,cái máy này còn làm xuất hiện nhiều bảo bối khác,Yes
segments_16k/Y9aVQrQVHG8_00017632_00017924.wav,và cậu cũng có thể dùng những thứ này để tấn công quái vật luôn,Yes
segments_16k/Y9aVQrQVHG8_00019708_00019884.wav,công nhận cậu là thiên tài đó nha,Yes
segments_16k/Y9aVQrQVHG8_00020908_00021142.wav,cùng lắm thì chỉ hơi đau như kiến cắn thôi,Yes
segments_16k/Y9aVQrQVHG8_00022848_00023088.wav,nhưng tiếc quá gậy ông đập lưng ông rồi,Yes
segments_16k/Y9aVQrQVHG8_00058979_00059136.wav,nó đơn giản hơn ăn bánh,Yes
segments_16k/Y9aVQrQVHG8_00059246_00059552.wav,bây giờ cậu đem giấu cái bánh rán này ở chỗ khác thử đi,Yes
segments_16k/Y9aVQrQVHG8_00059596_00059970.wav,sau đó mình sẽ dùng kính lúp phân tích này cho cậu xem cách nó hoạt động ra sao,Yes
segments_16k/Y9aVQrQVHG8_00063029_00063182.wav,bánh rán có hình tròn,Yes
segments_16k/Y9aVQrQVHG8_00063182_00063420.wav,hình tròn thì liên tưởng đến mặt trăng,Yes
segments_16k/Y9aVQrQVHG8_00064214_00064428.wav,số không liên tưởng đến nobita,Yes
segments_16k/Y9aVQrQVHG8_00066008_00066170.wav,cậu làm mình giận rồi đó nha,Yes
segments_16k/Y9aVQrQVHG8_00107490_00107692.wav,làm sao tìm ra đồng xu vàng bây giờ,Yes
segments_16k/Y9aVQrQVHG8_00108488_00108822.wav,mình muốn dùng cái này để câu lại đồng xu vàng đã bị mất tối hôm qua,Yes
segments_16k/Y9aVQrQVHG8_00108942_00109198.wav,vật bị mất không cần biết là đang ở bất cứ nơi đâu,Yes
segments_16k/Y9aVQrQVHG8_00109359_00109626.wav,nhất định mình sẽ câu được đồng xu vàng cho mà coi,Yes
segments_16k/Y9aVQrQVHG8_00125158_00125359.wav,thôi chết mình đã làm một việc ngu ngốc,Yes
segments_16k/Y9aVQrQVHG8_00125359_00125638.wav,chính vì mình lấy đồng xu vàng này đi ra khỏi nhà bác ấy,Yes
segments_16k/Y9aVQrQVHG8_00126290_00126574.wav,là do chúng ta đang ngồi trong cỗ máy thời gian di chuyển,Yes
segments_16k/7Ecwc4oTfE0_00024958_00025342.wav,thứ ở trong đây cậu muốn sử dụng sao cũng được và để làm ra bánh pizza phục vụ,Yes
segments_16k/7Ecwc4oTfE0_00087132_00087918.wav,ờ cũng được đó mình sẽ tham gia liền câu chuyện là vậy đó mẹ cho con tiền mua đàn ghi ta cho nó không mua gì hết,Yes
segments_16k/7Ecwc4oTfE0_00096914_00097056.wav,thấy bộ trống mình hay không,Yes
segments_16k/7Ecwc4oTfE0_00103418_00103538.wav,có người phá nhà,Yes
segments_16k/7Ecwc4oTfE0_00129233_00129448.wav,vậy thì để mình dùng máy ảnh tạo mốt,Yes
segments_16k/3fmP1G6ramA_00005404_00005644.wav,đâu cái máy ảnh đó còn đi kèm với thiết bị điều khiển,Yes
segments_16k/3fmP1G6ramA_00045947_00046253.wav,mình sẽ lợi dụng sơ hở để gắn thiết bị điều khiển lên người của nó,Yes
segments_16k/3fmP1G6ramA_00064959_00065177.wav,mình đã nói với cậu bao nhiêu lần rồi,Yes
segments_16k/3fmP1G6ramA_00066683_00066909.wav,trong khi cậu nằm đây lười biếng nhớt thây,Yes
segments_16k/3fmP1G6ramA_00068331_00068579.wav,thì lẽ ra còn phải chăm chỉ học hành hơn mới đúng chứ,Yes
segments_16k/3fmP1G6ramA_00071331_00071509.wav,đó là mức độ bi quan của cậu,Yes
segments_16k/3fmP1G6ramA_00072441_00072647.wav,người ta thường hay nói những câu ví von như là,Yes
segments_16k/3fmP1G6ramA_00072647_00072885.wav,dòng thời gian chảy hay là người bi quan có đúng không,Yes
segments_16k/3fmP1G6ramA_00072899_00073057.wav,bảo bối này có tác dụng hiện thực hóa,Yes
segments_16k/3fmP1G6ramA_00085387_00085615.wav,làm sao bọn mình có thể chụp trái banh đó,Yes
segments_16k/3fmP1G6ramA_00142099_00142619.wav,chiếc phi thuyền này sẽ tự động tìm kiếm và hạ cánh xuống hành tinh có tồn tại sự sống trong vũ trụ,Yes
segments_16k/3fmP1G6ramA_00164769_00164929.wav,mình thấy ở bên kia được đó,Yes
segments_16k/3fmP1G6ramA_00165581_00165721.wav,nếu như mở cái này ra,Yes
segments_16k/3fmP1G6ramA_00167027_00167305.wav,rồi họ sẽ thay đổi cách nhìn về tụi mình cho mà coi,Yes
segments_16k/3fmP1G6ramA_00169035_00169223.wav,việc gì tụi tôi cũng làm được hết,Yes
segments_16k/3fmP1G6ramA_00173857_00174193.wav,tụi mình dừng chân ở vùng núi xa vắng này chắc được rồi đó nobita,Yes
segments_16k/3fmP1G6ramA_00178831_00179101.wav,cá tráp cá bơn cá thu và cá thu ngựa nữa,Yes
segments_16k/3fmP1G6ramA_00179101_00179339.wav,thiệt ra ra hải sản ở đây cũng khá là phong phú,Yes
segments_16k/3fmP1G6ramA_00181819_00182059.wav,bắt cái bàn giật kiểu này cũng thú vị quá chừng,No
segments_16k/3fmP1G6ramA_00184951_00185103.wav,Nobia ơi đằng kia,Yes
segments_16k/3fmP1G6ramA_00203705_00203911.wav,súng kéo dài thời gian,Yes
segments_16k/3fmP1G6ramA_00203995_00204483.wav,bảo bối này giúp chúng ta có thể thoải mái tận hưởng những điều thú vị mà không cần phải mất quá nhiều thời gian,Yes
segments_16k/3fmP1G6ramA_00204483_00204839.wav,khi bị chiếu ánh sáng vào thì sẽ có cảm giác mười phút dài như một tiếng vậy,Yes
segments_16k/3fmP1G6ramA_00206446_00206763.wav,bỏ nhà đi bụi thì làm gì có đúng cách với sai cách chứ,Yes
segments_16k/3fmP1G6ramA_00220217_00220489.wav,cậu mới bỏ nhà đi bụi được có ba mươi phút thôi,Yes
segments_16k/3fmP1G6ramA_00246817_00247013.wav,giờ nhìn mẹ tội nghiệp lắm,Yes
segments_16k/RSwgdGr_sAw_00012412_00013941.wav,sao nhìn có vẻ âm u quá trời vậy bề ngoài vậy thôi chứ nội thất bên trong thì khác lắm đây là phòng khách nè các phòng riêng thì ở trên lầu còn chỗ kia chính là cầu thang để đi lên  thích quá để đi chỗ nào cũng mềm rồi có cảm giác trước kia đang nằm nệm vậy,No
segments_16k/RSwgdGr_sAw_00030222_00030804.wav, mấy cậu không cần phải lo quá nhìn vậy thôi chứ thuyền này không kìm được đâu nó chất lượng lắm,Yes
segments_16k/RSwgdGr_sAw_00036488_00036756.wav,Nobita cậu đâu có biết bơi đâu mà nhảy xuống vậy,Yes
segments_16k/RSwgdGr_sAw_00037322_00037726.wav,ở đây tụi mình có thể về khách sạn ăn uống bất cứ lúc nào cũng được hết,Yes
segments_16k/RSwgdGr_sAw_00050842_00051082.wav,thế vẫn còn một khách sạn tiền sử khác ở gần đây,Yes
segments_16k/RSwgdGr_sAw_00051520_00051762.wav,nó nằm ở dưới chân núi đằng kia kìa,Yes
segments_16k/RSwgdGr_sAw_00053105_00053505.wav,phải chi tụi mình có chong chóng tre ở đây thì tốt quá rồi,Yes
segments_16k/RSwgdGr_sAw_00066516_00066758.wav,thế giới của họ hiện tại chưa có đèn flash,Yes
segments_16k/RSwgdGr_sAw_00073960_00074194.wav,những người này đã xem Suneo là thần linh của họ,Yes
segments_16k/RSwgdGr_sAw_00082452_00082776.wav,nếu không nhann về khách sạn thì có nhiều chuyện xảy ra lắm đó,Yes
segments_16k/RSwgdGr_sAw_00091806_00092002.wav,cậu không thấy như vậy là quá đáng lắm sao,Yes
segments_16k/RSwgdGr_sAw_00099086_00099222.wav,không còn xa nữa đâu,Yes
segments_16k/RSwgdGr_sAw_00100138_00100296.wav,chứ không có sao đâu mà đừng có lo,Yes
segments_16k/xsTQb3OwEZQ_00003234_00003396.wav, rõ ràng mình để ở đây mà,Yes
segments_16k/xsTQb3OwEZQ_00003650_00003794.wav,nhưng rõ ràng mình để ở trong đây,Yes
segments_16k/xsTQb3OwEZQ_00061610_00061852.wav,hồi sáng anh đã lấy lộn túi thần kỳ của em,Yes
segments_16k/xsTQb3OwEZQ_00068696_00068920.wav,bánh mà Doraemi nhà mình rất thích ăn,Yes
segments_16k/xsTQb3OwEZQ_00072824_00073002.wav,cậu không cần lo chuyện đó đâu,Yes
segments_16k/xsTQb3OwEZQ_00087978_00088166.wav,mình sắp được mua bánh rồi,Yes
segments_16k/xsTQb3OwEZQ_00089570_00089732.wav,hay quá được rồi nè,Yes
segments_16k/xsTQb3OwEZQ_00091818_00092104.wav,cứ như vậy chắc chắn mình sẽ không mua được bánh nữa cho coi,Yes
segments_16k/xsTQb3OwEZQ_00098858_00099092.wav,dạ cháu cảm ơn bà nhiều lắm,Yes
segments_16k/xsTQb3OwEZQ_00099368_00099644.wav,cho nên dù có như thế nào chắc cũng phải mua bánh cho bằng được,Yes
segments_16k/xsTQb3OwEZQ_00100126_00100298.wav,đúng là trùng hợp quá bà ha,Yes
segments_16k/xsTQb3OwEZQ_00108582_00108833.wav,cháu khó khăn lắm mới đến được chỗ xếp hàng,Yes
segments_16k/xsTQb3OwEZQ_00115394_00115542.wav,hoan hô đã mua được rồi,Yes
segments_16k/xsTQb3OwEZQ_00121738_00121982.wav,hôm nay sinh nhật em mà lại bắt em phải chờ,Yes
segments_16k/xsTQb3OwEZQ_00128554_00128758.wav,em ăn nhiều quá coi chừng bị béo phì,Yes
segments_16k/rOkV-mTWHdA_00009034_00009246.wav,kem này con sẽ không thể vô trong nước được,Yes
segments_16k/rOkV-mTWHdA_00013486_00014166.wav,có thể bơi cả trăm mét không thành vấn đề không có sóng nên cậu cũng không cần lo sẽ bị đuối nước giờ thì cậu có thể tha hồ luyện tập một mình với cái này,Yes
segments_16k/rOkV-mTWHdA_00062040_00062266.wav,đây chính là nước mô phỏng dùng để nghiên cứu xem,Yes
segments_16k/rOkV-mTWHdA_00062440_00062564.wav,thì sẽ như thế nào đó mà,Yes
segments_16k/rOkV-mTWHdA_00064660_00064902.wav,chắc là bơm tới khoảng hai ba giờ sáng mới đầy được,Yes
segments_16k/rOkV-mTWHdA_00066772_00067014.wav,ngoài nước ra thì tụi mình còn nhiều thứ để chuẩn bị,Yes
segments_16k/rOkV-mTWHdA_00069154_00069464.wav,thì mình gắn nó lên để cho mấy con cá tới ăn chứ chi,Yes
segments_16k/rOkV-mTWHdA_00070096_00070430.wav,ngoài ra tụi mình còn phải chuẩn bị thêm một thứ đặc biệt nữa,Yes
segments_16k/rOkV-mTWHdA_00072656_00072888.wav,thì sẽ có thể bơi trong nước mô phỏng ở nhà mình luôn,Yes
segments_16k/rOkV-mTWHdA_00082964_00083226.wav,trên đó chính là mặt nước biển được mô phỏng,Yes
segments_16k/rOkV-mTWHdA_00085300_00085530.wav,mà khắp trái đất đều gặp trong biển nước rồi,Yes
segments_16k/rOkV-mTWHdA_00104435_00104635.wav,không còn ai thức mà lang thang ngoài đường đâu,Yes
segments_16k/rOkV-mTWHdA_00108822_00109014.wav,chắc là nó đã tiếp xúc với khí ga,Yes
segments_16k/rOkV-mTWHdA_00109014_00109204.wav,rồi bị cuốn đi theo dòng nước mô phỏng,Yes
segments_16k/Eg_mlzLVtrc_00007952_00008092.wav,cậu về rồi đó hả,Yes
segments_16k/Eg_mlzLVtrc_00013522_00013763.wav,nhưng mà mình sẽ không cho cậu mượn,Yes
segments_16k/Eg_mlzLVtrc_00013830_00014086.wav,tự nhiên cô lại hứng thú với chuyện riêng tư của người khác,Yes
segments_16k/Eg_mlzLVtrc_00033044_00033264.wav,anh wakuchi bị cô gái ấy từ chối rồi,Yes
segments_16k/Eg_mlzLVtrc_00035486_00035650.wav,ủa nobita cậu làm gì,Yes
segments_16k/Eg_mlzLVtrc_00036884_00037126.wav,chắc chắn cậu ấy đã lấy bảo bối trong túi dự phòng,Yes
segments_16k/Eg_mlzLVtrc_00037336_00037558.wav,thì chắc chắn sẽ có chuyện lớn luôn cho mà coi,Yes
segments_16k/Eg_mlzLVtrc_00037692_00037764.wav,à đây rồi,Yes
segments_16k/Eg_mlzLVtrc_00061908_00062084.wav,thì kết cục đúng là như vậy,Yes
segments_16k/i-Bvm9g_aZs_00015569_00015756.wav,dạ có chuyện gì mà bác tới đây,Yes
segments_16k/i-Bvm9g_aZs_00026898_00027082.wav,đốt một que diêm rồi châm vào đây,Yes
segments_16k/i-Bvm9g_aZs_00038872_00039134.wav,ai biểu hồi nãy cậu đòi mình phải lấy ra làm cái gì chứ,Yes
segments_16k/i-Bvm9g_aZs_00076790_00076912.wav,sao có thể được,Yes
segments_16k/i-Bvm9g_aZs_00082050_00082208.wav,nhất định sẽ cố gắng,Yes
segments_16k/i-Bvm9g_aZs_00094042_00094294.wav,đầu tiên phải xem xét kỹ xung quanh tìm ra kẻ khả nghi,Yes
segments_16k/i-Bvm9g_aZs_00101322_00101570.wav,mà cỗ máy thời gian quay lại lần nữa thôi chứ biết sao,Yes
segments_16k/i-Bvm9g_aZs_00103461_00103720.wav,vì mắc quá nên phải đi nhờ nhà vệ sinh,Yes
segments_16k/i-Bvm9g_aZs_00109572_00109782.wav,Suneo chắc chắn là ở trong chiếc xe đó rồi,Yes
segments_16k/i-Bvm9g_aZs_00117828_00118128.wav,về lại thời điểm Suneo mất tích thêm một lần nữa thôi,Yes
segments_16k/i-Bvm9g_aZs_00118618_00118992.wav,nhưng ít nhất có thể khẳng định Suneo đã mất tích từ chỗ nào mà,Yes
segments_16k/i-Bvm9g_aZs_00119664_00119952.wav,cho dù có thế nào đi nữa thì chiếc xe đó cũng rất khả nghi,Yes
segments_16k/i-Bvm9g_aZs_00126835_00127058.wav,còn hỏi mình phải làm sao cái gì chứ,Yes
segments_16k/i-Bvm9g_aZs_00138856_00138966.wav,thì bị Jaian bắt lại,Yes
segments_16k/i-Bvm9g_aZs_00142784_00143068.wav,và cũng sẽ liên tục nói ra những nội dung đã được chỉ định từ trước,Yes
segments_16k/i-Bvm9g_aZs_00143068_00143330.wav,và nếu như có người nào đã nghe được nội dung chỉ định,Yes
segments_16k/i-Bvm9g_aZs_00163552_00163784.wav,Jaian đã tha thiết cầu xin chúng ta như vậy,Yes
segments_16k/i-Bvm9g_aZs_00167968_00168172.wav,mình sẽ tới bãi đất trống để chờ khách tới mua,Yes
segments_16k/i-Bvm9g_aZs_00180944_00181150.wav,đống truyện chỉ còn có ba cuốn thôi à,Yes
segments_16k/i-Bvm9g_aZs_00182664_00182822.wav,còn tính toán gì nữa,Yes
segments_16k/i-Bvm9g_aZs_00185274_00185578.wav,bây giờ thì em đã tin em có năng khiếu sáng tác truyện tranh rồi,Yes
segments_16k/i-Bvm9g_aZs_00185862_00186124.wav,bây giờ em phải đi thăm dõi ý kiến của độc giả mới được,Yes
segments_16k/i-Bvm9g_aZs_00186266_00186534.wav,ờ cho em hỏi cuốn truyện hay lắm có đúng không,Yes
segments_16k/i-Bvm9g_aZs_00213717_00213964.wav,trước tiên là cậu ấn vào cái nút ở trên đầu của nó,Yes
segments_16k/i-Bvm9g_aZs_00215894_00216092.wav,nên mình đã dùng cái này để đuổi nó đi,Yes
segments_16k/i-Bvm9g_aZs_00263220_00263388.wav,nên phải đi hai ba ngày mới về được,Yes
segments_16k/i-Bvm9g_aZs_00265312_00265622.wav,dây thừng làm theo yêu cầu này sẽ làm theo những gì mà cậu muốn,Yes
segments_16k/i-Bvm9g_aZs_00289118_00289340.wav,người đánh banh chuẩn bị ra ngoài thi đấu,No
segments_16k/i-Bvm9g_aZs_00314136_00314372.wav,không biết bây giờ nobita ở nhà sao rồi,Yes
segments_16k/i-Bvm9g_aZs_00314372_00314588.wav,mình cứ cảm thấy lo lắng cho cậu ấy,Yes
segments_16k/i-Bvm9g_aZs_00314712_00315078.wav,ai biết được rằng bây giờ nobita đang ngồi khóc lóc vì cảm thấy cô đơn,Yes
segments_16k/d5iQZPwd45E_00010496_00011894.wav,làm tới đây rồi sao nữa đây là cái gì vậy là người máy đó cậu giỡn với mình ở đâu ra mình muốn có một con robot như tòa nhà đại tướng giỏi quá chỉ là một phần của robot thôi đây là chân trái của nó đó,Yes
