filename,duration,whisper_transcripts,distance,transcripts,audio_path
Dry5XaCNyNo_00150511_00150843,3.32, Nếu mình nút một viên thì âm thanh sẽ bị trễ 10 phút,0.4033185146422553,nếu mà nốt một viên thì âm thanh sẽ bị trẻ mời,segments_16k/Dry5XaCNyNo_00150511_00150843.wav
Dry5XaCNyNo_00153141_00153435,2.9400625, Cậu nói xong rồi thì 10 phút sau giọng cậu sẽ vang lại,0.42494715771518715,cậu nói xong rồi thì mười phút sau vọng cậu sẽ van,segments_16k/Dry5XaCNyNo_00153141_00153435.wav
Dry5XaCNyNo_00159493_00159617,1.24, Trong vòng 3 tiếng,0.4720485008992041,anh trong vòng ba tiếng,segments_16k/Dry5XaCNyNo_00159493_00159617.wav
Dry5XaCNyNo_00167065_00167367,3.02, Dàng đồng ca của mẹ chắc chắn sẽ đạt giải cho mẹ coi,0.43229150952756795,vàng đồng ca của mẹ chắc chắn sẽ đoạt giải cho mà coi,segments_16k/Dry5XaCNyNo_00167065_00167367.wav
Dry5XaCNyNo_00214323_00214579,2.56, Sao cậu lại đưa cái vé này cho mình à Nobita,0.46818252295626867,sao cậu lại đưa cái vé này cho mình,segments_16k/Dry5XaCNyNo_00214323_00214579.wav
Dry5XaCNyNo_00260791_00261057,2.66, Chờ 30 phút đổi kẹo hết tác dụng thôi,0.45822309191731164,giờ ba mươi phút nữa kẹo hết tác dụng thôi,segments_16k/Dry5XaCNyNo_00260791_00261057.wav
N84abn9Msts_00010532_00010768,2.36, Các cậu muốn mình giúp đỡ cho con quái vật kia sao?,0.43149745173214266,các cậu muốn mình giúp đỡ cho con quá giật kia,segments_16k/N84abn9Msts_00010532_00010768.wav
N84abn9Msts_00010788_00010964,1.76, Cậu không biết cậu đang nói gì hả?,0.43066373930580865,cậu không biết cậu đang nói gì hả,segments_16k/N84abn9Msts_00010788_00010964.wav
N84abn9Msts_00024120_00024412,2.92, Mình không ngờ bây giờ các bạn đã biết khai thác đá rồi đó,0.35707898952745015,mình không ngờ bây giờ các bạn đã biết khai thác đá rồi đó,segments_16k/N84abn9Msts_00024120_00024412.wav
N84abn9Msts_00027650_00027916,2.66, Đã đến lúc chúng ta bắt Suneo nhận sai rồi,0.4198765975428186,đã đến lúc chúng ta bắt uno nhận sai rằng,segments_16k/N84abn9Msts_00027650_00027916.wav
N84abn9Msts_00063546_00063874,3.28, Chắc cậu ấy đang bị sốc vì không hiểu được bầu trời là gì á,0.4468063635094211,chắc cậu ấy đang bị sốc vì không hiểu được bầu trời là gì,segments_16k/N84abn9Msts_00063546_00063874.wav
N84abn9Msts_00089328_00089568,2.4, Thì họ sẽ không thể đến dương quốc dưới lồng đất đâu,0.4529230209440583,thì họ sẽ không thể đến dương quốc dưới lòng đáp đau,segments_16k/N84abn9Msts_00089328_00089568.wav
N84abn9Msts_00096706_00097048,3.42, Nhưng mà nếu cứ để như vậy thì dương quốc dưới lồng đất sẽ bị phá quỷ,0.4533517958449512,nhưng mà nếu cứ để như vậy thì vương quốc dưới lòng đất sẽ bị phá quỹ,segments_16k/N84abn9Msts_00096706_00097048.wav
N84abn9Msts_00102448_00102659,2.1199375, Và dơi dắt mọi thứ ở đó thì sao đây,0.41543379658573415,và dơ dép mọi thứ ở đó thì sao,segments_16k/N84abn9Msts_00102448_00102659.wav
N84abn9Msts_00107176_00107394,2.18, Phải ra tay trước khi bọn họ tới được lối vào,0.4431218608810619,phải ra tay trước khi bạn hỏi tới được lối giả,segments_16k/N84abn9Msts_00107176_00107394.wav
N84abn9Msts_00162490_00162800,3.1, Cái cậu đem theo chính là thực phẩm biến thân của mình chứ bảo,0.382214031067462,cái cậu đem theo chính là thực phẩm biến thân của mình cho,segments_16k/N84abn9Msts_00162490_00162800.wav
N84abn9Msts_00167762_00168068,3.06, Thì cậu ấy sẽ không bây giờ trở về thành hình dạng ban đầu được đâu,0.4502043144481016,thì cô ấy sẽ không bao giờ trở về thành hình dạng ban đầu được,segments_16k/N84abn9Msts_00167762_00168068.wav
N84abn9Msts_00169012_00169276,2.64, Các cậu có biết cậu ấy đã uống giờ lúc mấy giờ hay không vậy,0.44010340760484684,các cậu có biết cô ấy đã uống vào lúc mấy giờ hay không,segments_16k/N84abn9Msts_00169012_00169276.wav
N84abn9Msts_00173548_00173736,1.88, Tụi mình chỉ có 6 tiếng để tìm thôi,0.43882300230811633,tụi mình chỉ có sáu tiếng để tìm thôi,segments_16k/N84abn9Msts_00173548_00173736.wav
N84abn9Msts_00173994_00174222,2.28, Thì cậu ấy sẽ không bây giờ trở lại thành người được đâu,0.4204786937811613,thì cậu ấy sẽ không bao giờ trở lại thành người được đâu,segments_16k/N84abn9Msts_00173994_00174222.wav
N84abn9Msts_00182768_00182986,2.18, Tâm lại là cứ đuổi theo đi rồi tính sao,0.41634206053612277,tóm lại là cứ đuổi theo đi rồi tính sáng,segments_16k/N84abn9Msts_00182768_00182986.wav
N84abn9Msts_00240388_00240680,2.92, Tới 6 giờ mà cậu không thể trở lại thành người là không được đâu,0.47175753154823097,tới sáu giờ mà cậu không thể trở lại thành người là không được,segments_16k/N84abn9Msts_00240388_00240680.wav
N84abn9Msts_00248471_00248728,2.56, Cậu mau uống cái này để trở về hình dáng ban đầu đi,0.4356110895175138,có một cái này để trở về hình giang ban đầu,segments_16k/N84abn9Msts_00248471_00248728.wav
N84abn9Msts_00280592_00280860,2.68, Đi về ngày 3 tháng 11 12 năm về trước,0.42442368479203596,đi về ngày ba tháng mười một mười hai năm về,segments_16k/N84abn9Msts_00280592_00280860.wav
N84abn9Msts_00314906_00315176,2.7, Hai chú tìm cô gái đeo kính vào mặt váy màu hồng hả,0.43123628320137647,hai chú tìm cô gái mặc váy màu hồng,segments_16k/N84abn9Msts_00314906_00315176.wav
N84abn9Msts_00320306_00320524,2.18, Chẳng lẽ lịch sử sắp bị thay đổi rồi hay sao,0.48783411389390713,chẳng lẽ lịch sử sắp bị thay đổi rồi hay sao,segments_16k/N84abn9Msts_00320306_00320524.wav
N84abn9Msts_00322500_00322688,1.88, Cậu không thể nào ra đời được,0.43160532680573305,cậu không thể nào ra đời,segments_16k/N84abn9Msts_00322500_00322688.wav
N84abn9Msts_00323356_00323576,2.2, Nếu như trước năm giờ mà ba mẹ không cầu hôn,0.4120855410390067,nếu như trước năm giờ mà ba mẹ không cầu hôn,segments_16k/N84abn9Msts_00323356_00323576.wav
N84abn9Msts_00323678_00323874,1.96, Sẽ không có mặt ở trên đời này,0.43341351087180285,sẽ không có mặt ở trên đời nào,segments_16k/N84abn9Msts_00323678_00323874.wav
N84abn9Msts_00336540_00336722,1.82, Giờ không quan trọng ai thèm giỡn với cậu chứ,0.4543404172252933,ờ quan trọng ai thèm giỡn với cậu chứ,segments_16k/N84abn9Msts_00336540_00336722.wav
N84abn9Msts_00347050_00347226,1.76, Cậu mau nói thay mẹ nhanh lên,0.4731904593899456,không ai nói thấy mẹ nhanh lên,segments_16k/N84abn9Msts_00347050_00347226.wav
N84abn9Msts_00354210_00354536,3.26, Tóm lại là bây giờ phải đưa ba mẹ đến chỗ hẹn càng nhanh càng tốt,0.39500645375512883,tóm lại là bây giờ phải đưa ba mẹ đến chỗ hẹn càng nhanh càng tốt,segments_16k/N84abn9Msts_00354210_00354536.wav
N84abn9Msts_00381950_00382302,3.52, Không lẽ là ba mẹ cãi nhau ôm xùm rồi bỏ nhà đi luôn rồi hay sao dạ,0.4426211492909434,không lẽ là ba mẹ cãi nhau um sùm rồi bỏ nhà đi luôn rồi hay sao,segments_16k/N84abn9Msts_00381950_00382302.wav
N84abn9Msts_00392934_00393178,2.44, Sao có thể mình lại tròn do như vậy,0.43636395910676984,có thể mình lại trồng da như,segments_16k/N84abn9Msts_00392934_00393178.wav
N84abn9Msts_00411322_00411485,1.6399375, Mình không muốn bị mập hoài đâu,0.40619115371410763,mình công bố bị mập hoài,segments_16k/N84abn9Msts_00411322_00411485.wav
N84abn9Msts_00424980_00425166,1.86, Trong đó có cả tra tấn nổ,0.4233466393542891,trong đó có cả tra tâm,segments_16k/N84abn9Msts_00424980_00425166.wav
N84abn9Msts_00429316_00429432,1.16, Đó có thấy chưa,0.4789971224656987,ờ đó tao thấy,segments_16k/N84abn9Msts_00429316_00429432.wav
N84abn9Msts_00489818_00490154,3.36, Mình sẽ sử dụng bảo bối này để chuyển tiếp gương mặt của mẹ cho ba Thái ngay,0.39505359435813336,mình sẽ sử dụng bảo bối này để chuyển tiếp gương mặt của mẹ cho ba thay ngay,segments_16k/N84abn9Msts_00489818_00490154.wav
N84abn9Msts_00515647_00515826,1.78, Dù sao cũng đã kiếm được tiền rồi,0.45246945089635343,dù sao cũng đã kiếm được tiền rồi,segments_16k/N84abn9Msts_00515647_00515826.wav
cCBCTKaMjr0_00077661_00077885,2.24, Lợi gia vị tạo cảm giác,0.46283165684151967,gia vị tạo cảm giác,segments_16k/cCBCTKaMjr0_00077661_00077885.wav
cCBCTKaMjr0_00091795_00092169,3.74, Đây bây giờ anh hãy bắt đầu với món con softball của Pháp trước đi nha,0.4326963679542844,đây bây giờ anh hãy bắt đầu với bón con sơ bớt của pháp trước đi nha,segments_16k/cCBCTKaMjr0_00091795_00092169.wav
cCBCTKaMjr0_00094783_00095011,2.28, Tiếp theo anh hãy thử món bò phê lên này đi,0.42973078707056045,tiếp theo anh hãy thử mong bọt phi lên này đi,segments_16k/cCBCTKaMjr0_00094783_00095011.wav
QD29lJ6e0uk_00022366_00024060,16.94, Hãy subscribe cho kênh La School Để không bỏ lỡ những video hấp dẫn,0.42435225142371846,cô biết con bị cậu bị sao vậy chứ tự nhiên làm cho mẹ la chị là vậy nè đó là vậy mình đã hiểu rồi cha anh tự nấu ăn đại các cậu chứ,segments_16k/QD29lJ6e0uk_00022366_00024060.wav
QD29lJ6e0uk_00091814_00092400,5.86, Hãy subscribe cho kênh Ghiền Mì Gõ Để không bỏ lỡ những video hấp dẫn,0.3539266307889486,thật là tuyệt cậu đang muốn làm cái gì dạ bánh này chỉ có tác dụng trong ba mươi phút thôi,segments_16k/QD29lJ6e0uk_00091814_00092400.wav
QD29lJ6e0uk_00095044_00097698,26.54, Hãy subscribe cho kênh Ghiền Mì Gõ Để không bỏ lỡ những video hấp dẫn,0.3926102687642641,chung ngoan hơn với chi phí hai mươi yêu một con liên hệ ni no bi ta hãy bay một vòng quanh khu phố nhà cậu không nên dùng bảo bối của mình để kiếm tiền như vậy cậu đừng có keo kiệt quá mà tại đó là một ý tưởng sáng tạo là răng cho hỏi huấn luyện viên nô bi ta có nhà không,segments_16k/QD29lJ6e0uk_00095044_00097698.wav
qtviSeCDV_M_00014236_00014910,6.74, Hãy subscribe cho kênh Ghiền Mì Gõ Để không bỏ lỡ những video hấp dẫn,0.45569667074810644,trời ơi đừng có cãi nhau thôi để cân bằng thì hai cậu bốc thăm,segments_16k/qtviSeCDV_M_00014236_00014910.wav
qtviSeCDV_M_00052855_00053102,2.46, Sau đó chỉ cần quay cái nút này là được,0.41124466631089723,sau đó chỉ cần quay cái nút này là được,segments_16k/qtviSeCDV_M_00052855_00053102.wav
qtviSeCDV_M_00068040_00068340,3.0, Giờ mẹ hãy tập trung nhớ lại hình ảnh đồ vật mà mẹ làm mất,0.4016416379823287,giờ mẹ hãy tập trung với lại hình ảnh đồ vật mà mẹ làm,segments_16k/qtviSeCDV_M_00068040_00068340.wav
qtviSeCDV_M_00072848_00073092,2.44, Cậu có hứa sau khi dùng xong sẽ đi học bài không vậy,0.4599163824451958,cậu có hứa sau khi dùng xong sẽ đi học bài,segments_16k/qtviSeCDV_M_00072848_00073092.wav
qtviSeCDV_M_00086078_00086302,2.24, Thì nên dành thời gian để nghĩ về tương lai đi,0.4333697330437586,thì nên dành thời gian để nghĩ về tương lai,segments_16k/qtviSeCDV_M_00086078_00086302.wav
F37ukCKkjEc_00010568_00012294,17.26, Hãy subscribe cho kênh Ghiền Mì Gõ Để không bỏ lỡ những video hấp dẫn,0.36002684622663317,thấy chưa giấy được làm từ cây người ta sẽ gọi cái này là nguyên liệu thô đó thân cây sẽ được xẻ ra thành từng miếng nhỏ sau đó sẽ đem đi nung nấu với hóa chất cho đến khi nào nó biến thành bột giấy tiếp theo bột giấy là được pha loãng thiệt là,segments_16k/F37ukCKkjEc_00010568_00012294.wav
F37ukCKkjEc_00018134_00018888,7.5400625, Hãy subscribe cho kênh Ghiền Mì Gõ Để không bỏ lỡ những video hấp dẫn,0.407481991490507,biến thành cát rồi đó gọi là cát si li ca vôi sống và sô đa các nguyên liệu được nấu và hòa trộn với nhau để trở thành thủy,segments_16k/F37ukCKkjEc_00018134_00018888.wav
F37ukCKkjEc_00024448_00024728,2.8, Hãy subscribe cho kênh Ghiền Mì Gõ Để không bỏ lỡ những video hấp dẫn,0.40408228256102807,đây quang đã nói với ta cậu phải nghe mình dặn,segments_16k/F37ukCKkjEc_00024448_00024728.wav
F37ukCKkjEc_00039940_00040206,2.66, Thì ra thịt nguội làm từ thịt heo với bò ha,0.4019083314734199,thì ra thịt gọi làm từ thịt heo với bò,segments_16k/F37ukCKkjEc_00039940_00040206.wav
F37ukCKkjEc_00045608_00045820,2.12, Lúc đó mẹ hãy vô dọn dẹp nha,0.4044187310360436,lúc đó mẹ hãy vô dọn dẹp nha,segments_16k/F37ukCKkjEc_00045608_00045820.wav
F37ukCKkjEc_00083902_00084080,1.78, Thoải mái như là đang ở dưới nước,0.45034550728223544,thoải mái như là đang ở dưới nó,segments_16k/F37ukCKkjEc_00083902_00084080.wav
F37ukCKkjEc_00085742_00085920,1.78, Cậu có thể dùng chiếc còi cá này,0.412703216105522,cô có thể dùng chiếc còi ca này,segments_16k/F37ukCKkjEc_00085742_00085920.wav
F37ukCKkjEc_00086390_00086678,2.88, Chúng ta còn có thể đem cả bây cá độc đại này về nhà,0.3802728280359036,chúng ta còn có thể đem cả tay cá độc giả này về nhà,segments_16k/F37ukCKkjEc_00086390_00086678.wav
F37ukCKkjEc_00090912_00091114,2.02, Người dẫn chương trình chính của tiết mục này,0.4455625664301653,người dẫn chương trình trên của tiết mục này,segments_16k/F37ukCKkjEc_00090912_00091114.wav
F37ukCKkjEc_00091534_00091766,2.32, Chào mỗi biểu diễn sẽ được phép bắt đầu ngay bây giờ,0.39094246674854616,chào mỗi bé sẽ được phép bắt đầu ngay bây,segments_16k/F37ukCKkjEc_00091534_00091766.wav
F37ukCKkjEc_00099642_00099848,2.06, Nobita cách cắt tay súng thiên tài,0.4289704955948226,ta chắc chắn tay số tên,segments_16k/F37ukCKkjEc_00099642_00099848.wav
F37ukCKkjEc_00274178_00274440,2.62," Tiếc dời, vậy chứ còn thiếu 225 yên nữa.",0.43315769898515843,tuyệt vời vậy chứ còn thiếu hai trăm hai mươi lăm nữa,segments_16k/F37ukCKkjEc_00274178_00274440.wav
F37ukCKkjEc_00299900_00300074,1.74, Mau trả lại 200 miền cho mình đi,0.47169334145703645,câu trả lời hai trăm cho mình đi,segments_16k/F37ukCKkjEc_00299900_00300074.wav
F37ukCKkjEc_00302326_00302562,2.36, Thông qua mấy bán hàng tự động này nè,0.44307061634931505,thông qua máy bán hàng tự động này nè,segments_16k/F37ukCKkjEc_00302326_00302562.wav
F37ukCKkjEc_00341440_00341780,3.4," À, hãy bình tĩnh, bình tĩnh, coi chừng bị sốt nữa bây giờ á",0.38313417136581196,hãy bình tĩnh bình tĩnh coi chừng bị sốt nữa bây giờ,segments_16k/F37ukCKkjEc_00341440_00341780.wav
F37ukCKkjEc_00343066_00343420,3.54," Nhớ ra rồi, mình có một bảo bối liên quan đến pháo bông nè",0.40840781590050784,nhớ ra rồi mình có một bảo bối liên quan đến có bông nè,segments_16k/F37ukCKkjEc_00343066_00343420.wav
F37ukCKkjEc_00344320_00344678,3.58, Bây giờ cậu hãy thử vẽ một kiểu pháo bông mà cậu muốn lên tờ giấy này đi,0.4258402182086145,bây giờ cậu hãy thử vẽ một kiểu pháo bông mà cậu muốn lên tờ giấy này đi,segments_16k/F37ukCKkjEc_00344320_00344678.wav
F37ukCKkjEc_00346248_00346516,2.68," Vẽ xong rồi, thì cậu hãy bỏ vào trong này đi",0.414667734239191,dễ xong rồi thì cậu hãy bỏ vào trong này,segments_16k/F37ukCKkjEc_00346248_00346516.wav
F37ukCKkjEc_00352940_00353132,1.92, Không lâu nữa nó sẽ có pháo bông liền,0.4538105208013536,không lâu nữa nó sẽ có pháo bông liền,segments_16k/F37ukCKkjEc_00352940_00353132.wav
F37ukCKkjEc_00368796_00369110,3.14, Các cậu hãy cho hết pháo bông vào đây để tụi mình dễ dẫn chuyện ha.,0.4337185790272649,các trọng hãy cho hết bó bông vào đây để tụi mình dễ vận chuyển,segments_16k/F37ukCKkjEc_00368796_00369110.wav
F37ukCKkjEc_00373222_00373542,3.2, Theo mình tính toán thì khoảng 8 giờ ngày mai á.,0.4283648408594739,theo mình tính toán thì khoảng tám giờ ngày mai,segments_16k/F37ukCKkjEc_00373222_00373542.wav
F37ukCKkjEc_00389018_00389432,4.14, Dạ ngay bây giờ xin mời mọi người thưởng thức những tương mục có một không ai của chúng tôi.,0.43476088366043053,và ngay bây giờ xin mời mọi người tự thân tiết mục một không hai của chúng,segments_16k/F37ukCKkjEc_00389018_00389432.wav
UY4mIMlF2LA_00076406_00076614,2.08, Thật ra siêu nhân chính là cậu đánh Nobita,0.415646368352561,thật ra siêu nhân chính là cậu đến,segments_16k/UY4mIMlF2LA_00076406_00076614.wav
UY4mIMlF2LA_00076798_00077108,3.1, Hãy thử nghĩ lại các rắc rối cậu gặp hôm nay đi Nobita,0.40373633963690525,hãy thử nghĩ lại các rắc rối cậu gặp hôm nay đi no be,segments_16k/UY4mIMlF2LA_00076798_00077108.wav
UY4mIMlF2LA_00156834_00157038,2.04, Họ cũng sẽ không bao giờ đuổi cậu đi đâu,0.45576138015806283,họ cũng sẽ không bao giờ đuổi cậu đi,segments_16k/UY4mIMlF2LA_00156834_00157038.wav
UY4mIMlF2LA_00206728_00207173,4.4599375, Một người bình thường thông qua 7 người bạn thì chắc chắn có thể quen được bất cứ người nào trên thế gian này,0.41008278470905246,một người bình thường thông qua bảy người bạn thì chắc chắn có thể quen được bất cứ người nào trên thế gian này,segments_16k/UY4mIMlF2LA_00206728_00207173.wav
UY4mIMlF2LA_00223721_00224014,2.92, Bây giờ đã có được người quen trong giới giải trí rồi đó cậu thấy chưa,0.41372764050146393,bây giờ đã có được người quen trong giới giải trí rồi đó còn thấy,segments_16k/UY4mIMlF2LA_00223721_00224014.wav
UY4mIMlF2LA_00229142_00229996,8.5400625, Có phải anh là Nobita bạn thân của Shizuka mà cô ấy là cháu của Kobayashi mà chú Kobayashi là nhân viên của Tanaka có đúng không còn cháu nó nói vậy á,0.3862558568528406,có phải anh là nobita bạn thân của si di ca mà cô ấy là cháu của cô ba gia si mà chú cô ba gia si là nhân viên của ta na ca có đúng không con cháu nó nói vậy,segments_16k/UY4mIMlF2LA_00229142_00229996.wav
UY4mIMlF2LA_00236726_00236973,2.48, Và mình biết là bảo bối của mình không bao giờ sai,0.3688224105049893,và mình biết là bảo bối của mình không bao giờ,segments_16k/UY4mIMlF2LA_00236726_00236973.wav
a7tovXvJ86M_00022252_00022436,1.84, Con mèo này nó dễ thương lắm á cô,0.4494081783791814,con mèo này nó dễ thương lắm á,segments_16k/a7tovXvJ86M_00022252_00022436.wav
a7tovXvJ86M_00027604_00027808,2.04, Nếu cậu muốn bỏ cuộc thì đi về trước đi,0.476451711690806,nếu cậu muốn bỏ cuộc thì đi về trước,segments_16k/a7tovXvJ86M_00027604_00027808.wav
a7tovXvJ86M_00035610_00035784,1.74, Hãy coi mình ra tay nè,0.4273593411778334,hãy coi mình ra tay nè,segments_16k/a7tovXvJ86M_00035610_00035784.wav
a7tovXvJ86M_00047282_00047406,1.24, Đâu có gì đâu,0.4708714295272414,đâu nó đâu có gì đâu,segments_16k/a7tovXvJ86M_00047282_00047406.wav
a7tovXvJ86M_00063012_00063252,2.4, Quán cô bác ấy đã nổi tiếng khắp cả nước rồi,0.3712350501746811,quán của bác ấy đã nổi tiếng khắp cả nước rồi,segments_16k/a7tovXvJ86M_00063012_00063252.wav
uzJdHf8thyA_00063346_00063584,2.38, Đường đời sẽ dẫn tới đâu,0.452535316008348,đường đời sẽ dẫn tới đâu,segments_16k/uzJdHf8thyA_00063346_00063584.wav
uzJdHf8thyA_00072834_00073052,2.18, Mặc dù thói quen của anh ấy là quẹo trái,0.4812725463690988,mặc dù thói quen của anh ấy là quẹo trái,segments_16k/uzJdHf8thyA_00072834_00073052.wav
uzJdHf8thyA_00079706_00079896,1.9, Vấn đề chính là ở chỗ đó đó,0.4367028475913313,vấn đề chính là ở chỗ đó,segments_16k/uzJdHf8thyA_00079706_00079896.wav
uzJdHf8thyA_00084660_00085044,3.84, Giả sử bây giờ mình không biết chỗ này có nên rẽ trái hay rẽ phải không,0.36894460587806055,giả sử bây giờ mình không biết chỗ này có nên rẽ trái hay rẽ phải không,segments_16k/uzJdHf8thyA_00084660_00085044.wav
uzJdHf8thyA_00086564_00086834,2.7, Và từ đó mình quyết định sẽ không quẹo phải nữa,0.4260809576029481,và từ đó mình quyết định sẽ không quẹo phải nữa,segments_16k/uzJdHf8thyA_00086564_00086834.wav
uzJdHf8thyA_00088090_00088266,1.76, Ủa mà cậu định đi đâu vậy,0.43615139999927005,ủa mà cậu định đi đâu vậy,segments_16k/uzJdHf8thyA_00088090_00088266.wav
uzJdHf8thyA_00096340_00096512,1.72, Trời đá Nobita ơi,0.46355504219823335,chờ đã nói với tao,segments_16k/uzJdHf8thyA_00096340_00096512.wav
uzJdHf8thyA_00101878_00102038,1.6, Hả xong rồi hả Nobita,0.47148024260959487,hả xong đòi hả đâu bị,segments_16k/uzJdHf8thyA_00101878_00102038.wav
uzJdHf8thyA_00102038_00102360,3.22, Mình nghĩ sao với việc chỉ đường cho ông cụ thì hướng này sẽ,0.4461443972102889,mình nghĩ sẽ với việc chỉ đường cho ông cụ thì hương này sẽ,segments_16k/uzJdHf8thyA_00102038_00102360.wav
uzJdHf8thyA_00116638_00116848,2.1, Có con đường nào mà dễ dàng đâu chứ,0.43956275411010787,cái con đường nào mà dễ dàng đâu chứ,segments_16k/uzJdHf8thyA_00116638_00116848.wav
uzJdHf8thyA_00116848_00117166,3.18, Chẳng lẽ phải thuận lợi thì cậu mới chịu đi qua nhà Shizuka hay sao chứ,0.4522351030413863,chẳng lẽ phải thuận lại thì cậu mới chịu đi qua nhà se ca hay sao,segments_16k/uzJdHf8thyA_00116848_00117166.wav
uzJdHf8thyA_00117435_00117840,4.04, Đâu phải chuyện ông ấy trở thành nhà vô địch thế giới là dựa vào chuyện rẽ trái hay rẽ phải đâu,0.4344573672134248,đâu phải chuyện ông ấy trở thành nhà vô địch thế giới là dựa vào chuyện rẽ trái hay rẽ phải đâu,segments_16k/uzJdHf8thyA_00117435_00117840.wav
uzJdHf8thyA_00119559_00119804,2.44, Oi Hoa đã cố gắng mở ra con đường quyền Anh,0.4329278619009861,ơi qua đã cố gắng mở ra con đường quyền,segments_16k/uzJdHf8thyA_00119559_00119804.wav
uzJdHf8thyA_00123574_00123704,1.3, Phải trách tinh thần thép,0.4553300831177967,và nó tinh thần,segments_16k/uzJdHf8thyA_00123574_00123704.wav
rISdcX_v5dA_00019308_00019528,2.2, Được được mình sẽ nói với cậu ấy,0.4252649234836454,à được được mình sẽ nói với cậu ấy,segments_16k/rISdcX_v5dA_00019308_00019528.wav
rISdcX_v5dA_00023564_00023806,2.42, Nhưng cậu cũng đã làm xong hết bài tập về nhà rồi,0.37915514263099315,nhân cậu cũng đã làm xong hết bài tập về nhà rồi,segments_16k/rISdcX_v5dA_00023564_00023806.wav
rISdcX_v5dA_00037864_00038190,3.26, Có những chuyện không phải cậu cứ quyết tâm là sẽ thành công được đâu,0.4152199002228763,có những chuyện không phải cậu cứ quyết tâm là sẽ thành công được đâu,segments_16k/rISdcX_v5dA_00037864_00038190.wav
rISdcX_v5dA_00039064_00039284,2.2, Đây là trái 138 rồi á,0.40991364849639034,đây là trái một trăm ba mươi tám rồi,segments_16k/rISdcX_v5dA_00039064_00039284.wav
rISdcX_v5dA_00039628_00040090,4.62, Còn bây giờ là trái thứ 263 nha,0.4788620127779128,còn là trai từ hai trăm sáu mươi ba,segments_16k/rISdcX_v5dA_00039628_00040090.wav
rISdcX_v5dA_00045186_00045386,2.0, Thì cậu có thể đánh ngang sức với bất cứ ai,0.4442514660521664,thì con có thể đánh ra sức với bất cứ ai,segments_16k/rISdcX_v5dA_00045186_00045386.wav
rISdcX_v5dA_00045584_00045884,3.0, Cho nên nếu cậu có quyết tâm mạnh mẽ chắc chắn cậu sẽ chiến thắng,0.3864035350538821,cho nên nếu con có quyết tâm mạnh mẹ chắc chắn con sẽ chết,segments_16k/rISdcX_v5dA_00045584_00045884.wav
rISdcX_v5dA_00064991_00065305,3.14, Nghĩa là từ giờ cho tới ngày mai mình không thể vô nhà được rồi,0.47225148135896095,nghĩa là từ giờ cho tới ngày mai mình con ta vô nhà được,segments_16k/rISdcX_v5dA_00064991_00065305.wav
rISdcX_v5dA_00065758_00065924,1.66, Tất cả là do cậu chưa được quyết tâm,0.45069216696254966,tất cả là do cậu chưa được quan tâm,segments_16k/rISdcX_v5dA_00065758_00065924.wav
rISdcX_v5dA_00082144_00082400,2.56, Nó sẽ tự động lên kế hoạch cho dù cậu không muốn làm,0.4343682761572369,nó sẽ tự động lên kế hoạch cho dù cậu không muốn làm,segments_16k/rISdcX_v5dA_00082144_00082400.wav
rISdcX_v5dA_00084830_00085050,2.2, Cứ đặt thời gian biểu giống như lời mình nói đi,0.4128927428378269,cứ đặt thời gian biểu giống như là mình nói đi,segments_16k/rISdcX_v5dA_00084830_00085050.wav
rISdcX_v5dA_00144922_00145144,2.22, Mặc dù thói quen của anh ấy là quẹo trái,0.4796125250124782,mặc dù thói quen của anh ấy là quẹo trái,segments_16k/rISdcX_v5dA_00144922_00145144.wav
rISdcX_v5dA_00151792_00151984,1.9200625, Vấn đề chính là ở chỗ đó đó,0.451980563014846,vấn đề chính là ở chỗ đó,segments_16k/rISdcX_v5dA_00151792_00151984.wav
rISdcX_v5dA_00156750_00157132,3.82, Giả sử bây giờ mình không biết chỗ này có nên rẽ trái hay rẽ phải không,0.378507798183226,giả sử bây giờ mình không biết chỗ này có nên rẽ trái hay rẽ phải không,segments_16k/rISdcX_v5dA_00156750_00157132.wav
rISdcX_v5dA_00158400_00159118,7.18, Và từ đó mình quyết định sẽ không quẹo phải nữa mà chuyển hướng sang quẹo trái,0.40952797919424927,và từ đó mình quyết định sẽ không quẹo phải nữa mà chuyển hướng sang quẹo trái,segments_16k/rISdcX_v5dA_00158400_00159118.wav
rISdcX_v5dA_00160180_00160372,1.92, Ủa mà cậu định đi đâu dạ,0.41941988990774515,ủa mà cậu định đi đâu vậy,segments_16k/rISdcX_v5dA_00160180_00160372.wav
rISdcX_v5dA_00174002_00174132,1.3, Xong rồi hả Nobita,0.4783581240080319,xong rồi hả nó bị,segments_16k/rISdcX_v5dA_00174002_00174132.wav
rISdcX_v5dA_00174132_00174448,3.16, Mình nghĩ sao với việc chỉ đường cho ông cụ thì hướng này sẽ,0.45846531167094856,mình nghĩ sẽ với việc chỉ đường cho ông cụ thì hướng này sẽ,segments_16k/rISdcX_v5dA_00174132_00174448.wav
rISdcX_v5dA_00188728_00188934,2.06, Có con đường nào mà dễ dàng đâu chứ,0.41872468562631393,cái con đường nào mà dễ dàng đâu chứ,segments_16k/rISdcX_v5dA_00188728_00188934.wav
